繁體	简体	吳拼	備註
聐	聐	ngaq8	
詻	詻	ngaq8	
虉	虉	ngaq8	
鳽	𫛚	ngaq8	
𥑺	𥑺	ngaq8	
砐	砐	ngaq8	
礏	礏	ngaq8	
礘	礘	ngaq8	
齾	𫜰	ngaq8	
儑	儑	ngaq8	
㩵	擜	ngaq8	
屵	屵	ngaq8	
嶭	嶭	ngaq8	
𣎴	𣎴	ngaq8	
魥	𩽹	ngaq8	
扤	扤	nkaq7	搖動；晃動
𦨉	𦨉	nkaq7	（船、車）擺動；晃動
赫	赫	haq7	
爀	爀	haq7	
嚇	吓	haq7	
哈	哈	haq7	
鉿	铪	haq7	化學元素
瞎	瞎	haq7	
敮	敮	haq7	
譀	譀	haq7	
黑	黑	haq7	
黒	黑	haq7	
潶	潶	haq7	
嘿	嘿	haq7	
𨭆	𬭶	haq7	化學元素
喝	喝	haq7	
欱	喝	haq7	
呷	呷	haq7	
郝	郝	haq7	
猲	猲	haq7	
覈	核	ghaq8	
劾	劾	ghaq8	
狹	狭	ghaq8	
陿	狭	ghaq8	
硤	硖	ghaq8	
垎	垎	ghaq8	
楁	楁	ghaq8	
炠	炠	ghaq8	
翈	翈	ghaq8	
縖	縖	ghaq8	
舝	舝	ghaq8	
鎋	鎋	ghaq8	
鶷	鶷	ghaq8	
滆	滆	ghaq8	
珨	珨	ghaq8	
祫	祫	ghaq8	
匣	匣	ghaq8	
舺	舺	ghaq8	
黠	黠	ghaq8	
霅	霅	ghaq8	
砎	砎	ghaq8	
核	核	ghaq8	
合	合	ghaq8	
郃	郃	ghaq8	
盒	盒	ghaq8	
頜	颌	ghaq8	
餄	饸	ghaq8	
𬌗	𬌗	ghaq8	
轄	辖	ghaq8	
曷	曷	ghaq8	
褐	褐	ghaq8	
盍	盍	ghaq8	
盇	盍	ghaq8	
闔	阖	ghaq8	
嗑	嗑	ghaq8	
𧛾	𧛾	ghaq8	
熆	熆	ghaq8	
篕	篕	ghaq8	
毼	毼	ghaq8	
鶡	鹖	ghaq8	
榙	榙	ghaq8	
耠	耠	ghaq8	
詥	詥	ghaq8	
麧	麧	ghaq8	
鞨	鞨	ghaq8	
骱	骱	ghaq8	
淈	淈	ghaq8	
齕	龁	ghaq8	
壓	压	aq7	
圧	压	aq7	
鴨	鸭	aq7	
𩿼	鸭	aq7	
𪀌	鸭	aq7	
押	押	aq7	
閼	阏	aq7	
阿	阿	aq7	
啊	啊	aq7	促化
庘	庘	aq7	
劜	劜	aq7	
呝	呝	aq7	
蚅	蚅	aq7	
豟	豟	aq7	
貖	貖	aq7	
軶	軶	aq7	
圔	圔	aq7	
圠	圠	aq7	
嫼	嫼	aq7	
窫	窫	aq7	
盦	盦	aq7	
阸	阸	aq7	
厄	厄	aq7	
戹	厄	aq7	
阨	厄	aq7	
苊	苊	aq7	化學用字
呃	呃	aq7	
扼	扼	aq7	
搤	扼	aq7	
軛	轭	aq7	
枙	枙	aq7	
砈	砈	aq7	化學元素，又稱「砹」
藹	蔼	aq7	
靄	霭	aq7	
謁	谒	aq7	
暍	暍	aq7	
遏	遏	aq7	
餲	餲	aq7	餲𦤣
頞	頞	aq7	
廅	廅	aq7	
鰪	鰪	aq7	
咹	咹	aq7	
堨	堨	aq7	
齃	齃	aq7	
餩	餩	aq7	
㔩	㔩	aq7	
姶	姶	aq7	
鞥	鞥	aq7	
揠	揠	aq7	
佮	佮	aq7	
罨	罨	aq7	
罯	罯	aq7	
貼	贴	thiaq7	
帖	帖	thiaq7	
怗	怗	thiaq7	
萜	萜	thiaq7	化學用字
䩞	䩞	thiaq7	
呫	呫	thiaq7	
跕	跕	thiaq7	
鉆	钻	thiaq7	
蝶	蝶	diaq8	
蜨	蝶	diaq8	
碟	碟	diaq8	
楪	楪	diaq8	同「碟」
牒	牒	diaq8	
諜	谍	diaq8	
喋	喋	diaq8	
啑	喋	diaq8	
惵	惵	diaq8	
堞	堞	diaq8	
渫	渫	diaq8	
㻡	㻡	diaq8	
蹀	蹀	diaq8	
牃	牃	diaq8	
艓	艓	diaq8	
褋	褋	diaq8	
褺	褺	diaq8	
叠	叠	diaq8	
曡	叠	diaq8	
疊	叠	diaq8	
畳	叠	diaq8	
揲	揲	diaq8	
掠	掠	liaq8	
略	略	liaq8	
畧	略	liaq8	
撂	撂	liaq8	
獵	猎	liaq8	
猟	猎	liaq8	
鬣	鬣	liaq8	
鱲	𫚭	liaq8	
躐	躐	liaq8	
儠	儠	liaq8	
巤	巤	liaq8	
犣	犣	liaq8	
鬛	鬛	liaq8	
劣	劣	liaq8	
擽	㧰	liaq8	
詻	詻	liaq8	
獦	獦	liaq8	
雀	雀	ciaq7	
爵	爵	ciaq7	
爝	爝	ciaq7	
婥	婥	ciaq7	
焯	焯	ciaq7	
禚	禚	ciaq7	
謶	謶	ciaq7	
妁	妁	ciaq7	
趵	趵	ciaq7	
酌	酌	ciaq7	
圴	圴	ciaq7	
彴	彴	ciaq7	
著	着	ciaq7	同「着」
着	着	ciaq7	
擆	擆	ciaq7	
櫡	櫡	ciaq7	
鐯	䦃	ciaq7	
辵	辵	ciaq7	
辶	辶	ciaq7	
碏	碏	ciaq7	
犳	犳	ciaq7	
脚	脚	ciaq7	
腳	脚	ciaq7	
甲	甲	ciaq7	
鉀	钾	ciaq7	化學元素
玾	玾	ciaq7	
𥑐	𥑐	ciaq7	
岬	岬	ciaq7	
戛	戛	ciaq7	
戞	戛	ciaq7	
筴	筴	ciaq7	
莢	荚	ciaq7	
峽	峡	ciaq7	
硤	硖	ciaq7	
鋏	铗	ciaq7	
浹	浃	ciaq7	
郟	郏	ciaq7	
蛺	蛱	ciaq7	
餄	饸	ciaq7	
鵊	𫛥	ciaq7	
梜	梜	ciaq7	
鞈	鞈	ciaq7	
韐	韐	ciaq7	
雀	雀	chiaq7	
鵲	鹊	chiaq7	
綽	绰	chiaq7	綽號
繛	繛	chiaq7	
磭	磭	chiaq7	
逴	逴	chiaq7	
卻	却	chiaq7	
却	却	chiaq7	
洽	洽	chiaq7	
恰	恰	chiaq7	
愜	惬	chiaq7	
篋	箧	chiaq7	
匧	匧	chiaq7	
悏	悏	chiaq7	
帢	帢	chiaq7	
硈	硈	chiaq7	
葜	葜	chiaq7	
著	着	jiaq8	同「着」
着	着	jiaq8	火着
皭	皭	jiaq8	
𢜭	𢜭	jiaq8	𢜭力
臄	臄	jiaq8	
醵	醵	jiaq8	
捏	捏	gniaq8	
揑	捏	gniaq8	
虐	虐	gniaq8	
瘧	疟	gniaq8	
疟	疟	gniaq8	
涅	涅	gniaq8	
圼	圼	gniaq8	
篞	篞	gniaq8	
箬	箬	gniaq8	蘆箬
鰙	鰙	gniaq8	
逽	逽	gniaq8	
篛	篛	gniaq8	
蒻	蒻	gniaq8	
搦	搦	gniaq8	
捻	捻	gniaq8	
敜	敜	gniaq8	
惗	惗	gniaq8	
踗	踗	gniaq8	
錜	𫓻	gniaq8	
鑷	镊	gniaq8	
埝	埝	gniaq8	
慹	慹	gniaq8	
暬	暬	gniaq8	
籋	𥬞	gniaq8	
菍	菍	gniaq8	
鑈	鑈	gniaq8	
磭	磭	gniaq8	
蹃	蹃	gniaq8	
削	削	shiaq7	
獡	獡	shiaq7	
謔	谑	shiaq7	
嚼	嚼	zhiaq8	
若	若	zhiaq8	
楉	楉	zhiaq8	
鄀	鄀	zhiaq8	
弱	弱	zhiaq8	
蒻	蒻	zhiaq8	
叒	叒	zhiaq8	
芍	芍	zhiaq8	
仢	仢	zhiaq8	
葯	药	yaq8	
藥	药	yaq8	
薬	药	yaq8	
礿	礿	yaq8	
纅	纅	yaq8	
龠	龠	yaq8	
瀹	瀹	yaq8	
籥	籥	yaq8	
鑰	钥	yaq8	
禴	禴	yaq8	
爚	爚	yaq8	
𧕋	𧕋	yaq8	
蘥	蘥	yaq8	
鸙	鸙	yaq8	
協	协	yaq8	
勰	勰	yaq8	
叶	叶	yaq8	
挾	挟	yaq8	
峽	峡	yaq8	
陜	陜	yaq8	
躍	跃	yaq8	
俠	侠	yaq8	
洽	洽	yaq8	
烚	烚	yaq8	
狎	狎	yaq8	
柙	柙	yaq8	
𩉾	𩉾	yaq8	
敫	敫	yaq8	
約	约	iaq7	
喲	哟	iaq7	
𩚈	𩚈	iaq7	
鴨	鸭	iaq7	鴨梨
𩿼	鸭	iaq7	鴨梨
𪀌	鸭	iaq7	鴨梨
骨	骨	kuaq7	
榾	榾	kuaq7	
縎	𦈔	kuaq7	
搰	搰	kuaq7	
鶻	鹘	kuaq7	
汩	汩	kuaq7	
漍	漍	kuaq7	
聝	聝	kuaq7	
愲	愲	kuaq7	
蓇	蓇	kuaq7	
筈	筈	kuaq7	
啒	啒	kuaq7	
尳	尳	kuaq7	
扢	扢	kuaq7	
淈	淈	kuaq7	
括	括	kuaq7	
聒	聒	kuaq7	
刮	刮	kuaq7	
颳	刮	kuaq7	
鴰	鸹	kuaq7	
䀨	䀨	kuaq7	眼烏珠䀨瞎
佸	䀨	kuaq7	
适	䀨	kuaq7	
𣸅	䀨	kuaq7	
頢	頢	kuaq7	
䒷	䒷	kuaq7	
懖	懖	kuaq7	
萿	萿	kuaq7	
葀	葀	kuaq7	
髺	髺	kuaq7	
摑	掴	kuaq7	
𦑜	𦑜	kuaq7	
馘	馘	kuaq7	
䂸	䂸	kuaq7	
劀	劀	kuaq7	
趏	趏	kuaq7	
埻	埻	kuaq7	
慖	慖	kuaq7	
讗	讗	kuaq7	
鱊	𫚪	kuaq7	
蛞	蛞	khuaq7	
闊	阔	khuaq7	
濶	阔	khuaq7	
窟	窟	khuaq7	白讀
堀	堀	khuaq7	
䯇	䯇	khuaq7	
矻	矻	khuaq7	
圣	圣	khuaq7	
筈	筈	khuaq7	
泏	泏	khuaq7	
胐	胐	khuaq7	
顝	顝	khuaq7	
環	环	guaq8	僅限於「環頭」一詞
搰	搰	guaq8	禽類扇動翅膀
刮	刮	guaq8	禽類扇動翅膀
忽	忽	huaq7	
惚	惚	huaq7	
笏	笏	huaq7	
㧾	㧾	huaq7	
唿	唿	huaq7	
姡	姡	huaq7	
寣	寣	huaq7	
䦝	𬮨	huaq7	
匫	匫	huaq7	
曶	曶	huaq7	
鍃	锪	huaq7	
泧	泧	huaq7	
啒	啒	huaq7	
昒	昒	huaq7	
奯	奯	huaq7	
豁	豁	huaq7	開豁
甩	甩	huaq7	
濊	濊	huaq7	
諕	諕	huaq7	
謋	謋	huaq7	
剨	剨	huaq7	
捇	捇	huaq7	
掝	掝	huaq7	
焃	焃	huaq7	
傄	傄	huaq7	
眓	眓	huaq7	
湱	湱	huaq7	
礊	礊	huaq7	
彏	彏	huaq7	
劃	划	waq8	
畫	画	waq8	同「劃」
划	划	waq8	
嫿	婳	waq8	
㗲	𠵾	waq8	
繣	繣	waq8	
𢄶	𢄶	waq8	
滑	滑	waq8	
𠿭	𠿭	waq8	耕地時吆喝牛停住的聲音
猾	猾	waq8	
𣝗	𣝗	waq8	果核
核	核	waq8	白讀
敌	敌	waq8	
咟	咟	waq8	
咶	咶	waq8	
鱯	鳠	waq8	
擭	擭	waq8	
檴	檴	waq8	
聉	聉	waq8	
嗢	嗢	waq8	
婠	婠	waq8	
磆	磆	waq8	
螖	螖	waq8	
秳	秳	waq8	
活	活	waq8	
𱮏	𱮏	waq8	
抇	抇	waq8	
囫	囫	waq8	囫圇
砉	砉	waq8	
兀	兀	waq8	
杌	杌	waq8	
𠨜	𠨜	waq8	
屼	屼	waq8	
阢	阢	waq8	
屹	屹	waq8	
紇	纥	waq8	
矹	矹	waq8	
還	还	waq8	僅限於「還只」
鬠	𫘽	waq8	
尳	尳	waq8	
扢	扢	waq8	
枂	枂	waq8	
鼿	鼿	waq8	
穵	穵	uaq7	
挖	挖	uaq7	
䩊	䩊	uaq7	眼睛睜開
焥	焥	uaq7	
斡	斡	uaq7	
殟	殟	uaq7	心中煩悶；氣不順
膃	腽	uaq7	
嗗	嗗	uaq7	
𩑦	𬱕	uaq7	
榅	榅	uaq7	
淴	淴	uaq7	
腽	腽	uaq7	
屋	屋	uaq7	又音 僅限於「屋裏」
嬒	嬒	uaq7	
睕	睕	uaq7	
嗢	嗢	uaq7	
北	北	poq7	
鉳	锫	poq7	化學元素，又稱「錇」
波	波	poq7	寧波
卜	卜	poq7	
卟	卟	poq7	化學用字
剝	剥	poq7	
剥	剥	poq7	
駁	驳	poq7	
駮	驳	poq7	
獛	獛	poq7	
纀	纀	poq7	
鳪	鳪	poq7	
博	博	poq7	
愽	博	poq7	
搏	搏	poq7	
膊	膊	poq7	
鎛	镈	poq7	
䃗	䃗	poq7	
髆	髆	poq7	
襮	襮	poq7	
嚗	嚗	poq7	
髉	髉	poq7	
猼	猼	poq7	
簙	簙	poq7	
餺	馎	poq7	
撥	拨	poq7	又音
欂	欂	poq7	
肑	肑	poq7	
襆	幞	poq7	
轐	𫐗	poq7	
犦	犦	poq7	
撲	扑	phoq7	
扑	扑	phoq7	
樸	朴	phoq7	
朴	朴	phoq7	
仆	仆	phoq7	
釙	钋	phoq7	化學元素
璞	璞	phoq7	
醭	醭	phoq7	醋酒等變質後表面漂浮的白色霉菌
𪒢	𪒢	phoq7	黑𪒢𪒢
墣	墣	phoq7	灰墣氣
噗	噗	phoq7	
蹼	蹼	phoq7	
濮	濮	phoq7	
𥼜	𥼜	phoq7	
䗱	䗱	phoq7	
䨣	䨣	phoq7	
𩔈	𩔈	phoq7	嬰孩長得肥墩墩，塊頭大
魄	魄	phoq7	魄屍
粕	粕	phoq7	
攴	攴	phoq7	
攵	攵	phoq7	
濼	泺	phoq7	
蝮	蝮	phoq7	僅限於「犁鑱蝮」
奤	奤	phoq7	
胉	胉	phoq7	
蒪	蒪	phoq7	
圤	圤	phoq7	
謈	謈	phoq7	
鞄	鞄	phoq7	
骲	骲	phoq7	
薄	薄	boq8	
礴	礴	boq8	
𩏵	𩏵	boq8	
鑮	鑮	boq8	
礡	礡	boq8	
膊	膊	boq8	僅限於「手膊絡頭」
雹	雹	boq8	
匐	匐	boq8	
蔔	卜	boq8	
卜	卜	boq8	喫腦子卜
鉑	铂	boq8	化學元素
箔	箔	boq8	
暴	暴	boq8	同「曝」
瀑	瀑	boq8	
曝	曝	boq8	
㩧	㩧	boq8	
僕	仆	boq8	
鏷	镤	boq8	化學元素
𩍩	𩍩	boq8	
穙	穙	boq8	
瞨	瞨	boq8	
噗	噗	boq8	
亳	亳	boq8	
僰	僰	boq8	
伏	伏	boq8	白讀
袱	袱	boq8	白讀
栿	栿	boq8	地栿
𢫯	𢫯	boq8	
泊	泊	boq8	停泊
舶	舶	boq8	
𦤣	𦤣	boq8	餲𦤣
踣	踣	boq8	
踄	踄	boq8	
懪	懪	boq8	
瓝	瓝	boq8	
窇	窇	boq8	
犦	犦	boq8	
瓟	瓟	boq8	
謈	謈	boq8	
豰	豰	boq8	
骲	骲	boq8	
菐	菐	boq8	
轐	𫐗	boq8	
木	木	moq8	
沐	沐	moq8	
霂	霂	moq8	
蚞	蚞	moq8	
莫	莫	moq8	
摸	摸	moq8	
寞	寞	moq8	
漠	漠	moq8	
模	模	moq8	僅限於「好模好樣」一詞
鏌	镆	moq8	化學元素
瘼	瘼	moq8	
膜	膜	moq8	
塻	塻	moq8	
瞙	瞙	moq8	
鄚	鄚	moq8	
目	目	moq8	
苜	苜	moq8	
鉬	钼	moq8	化學元素
瞐	瞐	moq8	
牧	牧	moq8	
坶	坶	moq8	同「牧」
墨	墨	moq8	
纆	纆	moq8	
邈	邈	moq8	
穆	穆	moq8	
万	万	moq8	万俟
睦	睦	moq8	
鶩	鹜	moq8	
楘	楘	moq8	
麻	麻	moq8	又音 僅限於「癢麻嘍搜」
摩	摩	moq8	僅限於「摩托車」
麼	么	moq8	
嗼	嗼	moq8	
艒	艒	moq8	
洦	洦	moq8	
毣	毣	moq8	
皃	皃	moq8	
蓩	蓩	moq8	
鞪	鞪	moq8	
福	福	foq7	
幅	幅	foq7	
蝠	蝠	foq7	
輻	辐	foq7	
葍	葍	foq7	
蝮	蝮	foq7	
腹	腹	foq7	
馥	馥	foq7	
輹	輹	foq7	
複	复	foq7	
復	复	foq7	
㠅	㠅	foq7	
覆	覆	foq7	
𥷱	𥷱	foq7	
蕧	蕧	foq7	
楅	楅	foq7	
菐	菐	foq7	
踾	踾	foq7	
鍑	鍑	foq7	
鶝	鶝	foq7	
服	服	voq8	
菔	菔	voq8	老菔乾
箙	箙	voq8	
鵩	𫛳	voq8	
伏	伏	voq8	文讀
茯	茯	voq8	
袱	袱	voq8	文讀
𩢰	𩢰	voq8	
洑	洑	voq8	
絥	𫄢	voq8	
垘	垘	voq8	
復	复	voq8	
复	复	voq8	
澓	澓	voq8	
鰒	鳆	voq8	
虙	虙	voq8	
幞	幞	voq8	
棴	棴	voq8	
椱	椱	voq8	
畐	畐	voq8	
蕧	蕧	voq8	
襆	幞	voq8	
篤	笃	toq7	
𤒘	𬊯	toq7	
督	督	toq7	
𧝴	𧝴	toq7	衣料不夠，另外縫一塊上去
錖	錖	toq7	
𧰵	𧰵	toq7	𧰵鼓
剢	剢	toq7	
厾	厾	toq7	厾落
㞘	㞘	toq7	㞘底
䐁	䐁	toq7	「㞘」亦作「䐁」
𡰪	𡰪	toq7	「㞘」俗作「𡰪」
沰	沰	toq7	量詞，指稠黏的液體或有較多水分的堆狀固體
啄	啄	toq7	禽類用嘴叩擊、夾食
裰	裰	toq7	
築	築	toq7	表豎、直插義的「篤」本字爲「築」
得	得	toq7	僅限於「得知」
跌	跌	toq7	又音 僅限於「跌落」
搭	搭	toq7	又音
豰	豰	toq7	
裻	裻	toq7	
庹	庹	thoq7	
托	托	thoq7	
託	托	thoq7	
汑	汑	thoq7	
𤣯	𤣯	thoq7	
魠	魠	thoq7	
侂	侂	thoq7	
飥	饦	thoq7	
蘀	萚	thoq7	
籜	箨	thoq7	
柝	柝	thoq7	
橐	橐	thoq7	
拓	拓	thoq7	
袥	袥	thoq7	
乇	乇	thoq7	
矺	矺	thoq7	
馲	馲	thoq7	
度	度	doq8	僅限於「猜度」
𧩧	𧩧	doq8	
𦂀	𦂀	doq8	
𨍏	𨍏	doq8	
喥	喥	doq8	
讀	读	doq8	
読	读	doq8	
櫝	椟	doq8	
犢	犊	doq8	
牘	牍	doq8	
黷	黩	doq8	
瀆	渎	doq8	
殰	㱩	doq8	
凟	凟	doq8	
匵	匵	doq8	
嬻	𪥿	doq8	
瓄	𪻨	doq8	
皾	皾	doq8	
豄	豄	doq8	
贕	贕	doq8	
韇	韇	doq8	
獨	独	doq8	
䮷	䮷	doq8	
髑	髑	doq8	
鐸	铎	doq8	
凙	𪞝	doq8	
毒	毒	doq8	
碡	碡	doq8	
蝳	蝳	doq8	
讟	讟	doq8	
踱	踱	doq8	
剫	剫	doq8	
仛	仛	doq8	
大	大	doq8	僅限於「大家」
襗	𫋷	doq8	
儥	儥	doq8	
罜	罜	doq8	
襡	襡	doq8	
韣	韣	doq8	
諾	诺	noq8	
鍩	锘	noq8	化學元素
𢜪	𢜪	noq8	
傉	傉	noq8	
喏	喏	noq8	
搙	搙	noq8	
錄	录	loq8	
録	录	loq8	
綠	绿	loq8	
緑	绿	loq8	
菉	绿	loq8	
碌	碌	loq8	
磟	碌	loq8	
穋	穋	loq8	
睩	睩	loq8	彈眼睩睛
氯	氯	loq8	化學元素
祿	禄	loq8	
醁	醁	loq8	
騄	𫘧	loq8	
䟿	䟿	loq8	
逯	逯	loq8	
籙	箓	loq8	
𬆚	𬆚	loq8	
彔	录	loq8	
淥	渌	loq8	
琭	琭	loq8	
禄	禄	loq8	
箓	箓	loq8	
簶	簶	loq8	
六	六	loq8	
陸	陆	loq8	
坴	坴	loq8	
淕	淕	loq8	
稑	稑	loq8	
踛	踛	loq8	
鯥	鯥	loq8	
鵱	鵱	loq8	
甪	甪	loq8	
鹿	鹿	loq8	
漉	漉	loq8	
麓	麓	loq8	
轆	辘	loq8	
熝	熝	loq8	
簏	簏	loq8	
螰	螰	loq8	
鄜	鄜	loq8	
䍡	䍡	loq8	
廘	廘	loq8	
蔍	蔍	loq8	
鏕	鏕	loq8	
騼	𫠋	loq8	
蓼	蓼	loq8	
僇	僇	loq8	
犖	荦	loq8	
硦	硦	loq8	
樂	乐	loq8	快樂
楽	乐	loq8	快樂
濼	泺	loq8	
洛	洛	loq8	
絡	络	loq8	
烙	烙	loq8	
駱	骆	loq8	
賂	赂	loq8	
酪	酪	loq8	
珞	珞	loq8	
輅	辂	loq8	
䎊	䎊	loq8	
雒	雒	loq8	
咯	咯	loq8	化學用字
餎	饹	loq8	
落	落	loq8	
笿	笿	loq8	
鮥	鮥	loq8	
盝	盝	loq8	殼盝
戮	戮	loq8	
勠	戮	loq8	
剹	戮	loq8	
挌	挌	loq8	
馲	馲	loq8	
鵅	鵅	loq8	
娽	娽	loq8	
觻	觻	loq8	
龣	龣	loq8	
趢	趢	loq8	
摝	摝	lhoq7	振動；搖動
睩	睩	lhoq7	
碌	碌	lhoq7	
㖨	㖨	lhoq7	
足	足	tsoq7	
捉	捉	tsoq7	
𧋥	𧋥	tsoq7	
哫	哫	tsoq7	
穛	穛	tsoq7	
穱	穱	tsoq7	
作	作	tsoq7	
筰	筰	tsoq7	
撮	撮	tsoq7	撮藥
糳	糳	tsoq7	
傶	傶	tsoq7	
喌	喌	tsoq7	
摘	摘	tsoq7	取下；鬆開
折	折	tsoq7	
簇	簇	tsoq7	聚集
䭁	䭁	tsoq7	腌製品及酒變質而散發出異味
遭	遭	tsoq7	僅限於「沃遭」
迮	迮	tsoq7	
摵	摵	tsoq7	
殧	殧	tsoq7	
縬	𦈚	tsoq7	
踧	踧	tsoq7	
粥	粥	tsoq7	
祝	祝	tsoq7	
柷	柷	tsoq7	
𡎺	𡎺	tsoq7	捉漏 「捉」本字當作「𡎺」
竹	竹	tsoq7	
筑	筑	tsoq7	
築	筑	tsoq7	
茿	茿	tsoq7	
燭	烛	tsoq7	
屬	属	tsoq7	古同「嘱」
囑	嘱	tsoq7	
矚	瞩	tsoq7	
劚	㔉	tsoq7	
斸	𣃁	tsoq7	
钃	钃	tsoq7	
斀	斀	tsoq7	
啄	啄	tsoq7	啄木鳥
琢	琢	tsoq7	
瘃	瘃	tsoq7	
涿	涿	tsoq7	
諑	诼	tsoq7	
椓	椓	tsoq7	
卓	卓	tsoq7	
䓬	䓬	tsoq7	化學用字
倬	倬	tsoq7	
踔	踔	tsoq7	
桌	桌	tsoq7	
槕	桌	tsoq7	
啅	啅	tsoq7	
竺	竺	tsoq7	
浞	浞	tsoq7	迹浞
斫	斫	tsoq7	用刀斧砍伐
斮	斫	tsoq7	用刀斧砍伐
斲	斲	tsoq7	用刀斧砍伐
斵	斫	tsoq7	用刀斧砍伐
噣	噣	tsoq7	
蠾	𧑏	tsoq7	
韣	韣	tsoq7	
鸀	鸀	tsoq7	
孎	𡠟	tsoq7	
晫	晫	tsoq7	
菿	菿	tsoq7	
欘	𣚚	tsoq7	
促	促	tshoq7	
趗	趗	tshoq7	
珿	珿	tshoq7	珿齊
莡	莡	tshoq7	
甴	甴	tshoq7	
戳	戳	tshoq7	
蹙	蹙	tshoq7	
顣	𫖹	tshoq7	
蹴	蹴	tshoq7	
蹵	蹴	tshoq7	
噈	噈	tshoq7	
簇	簇	tshoq7	
鏃	镞	tshoq7	
蔟	蔟	tshoq7	
䃚	䃚	tshoq7	
嗾	嗾	tshoq7	
瘯	瘯	tshoq7	
閦	閦	tshoq7	
撮	撮	tshoq7	文讀
矠	矠	tshoq7	
剒	剒	tshoq7	
逪	逪	tshoq7	
鼀	鼀	tshoq7	
臅	臅	tshoq7	
殧	殧	tshoq7	
齪	龊	tshoq7	
娖	娖	tshoq7	
𥒭	𥒭	tshoq7	
觸	触	tshoq7	
搠	搠	tshoq7	
篧	篧	tshoq7	
畜	畜	tshoq7	家畜
搐	搐	tshoq7	
傗	傗	tshoq7	
滀	滀	tshoq7	
敊	敊	tshoq7	
豖	豖	tshoq7	
亍	亍	tshoq7	
矗	矗	tshoq7	
娕	娕	tshoq7	
綽	绰	tshoq7	綽綽有餘
曲	曲	tshoq7	僅限於「曲蟮」
蛐	蛐	tshoq7	僅限於「蛐蟮」
赤	赤	tshoq7	僅限於「火赤練」
歜	歜	tshoq7	
齱	齱	tshoq7	
梀	梀	tshoq7	
稸	稸	tshoq7	
苖	苖	tshoq7	
荲	荲	tshoq7	
鄐	鄐	tshoq7	
晫	晫	tshoq7	
趠	趠	tshoq7	
逴	逴	tshoq7	
俗	俗	dzoq8	
續	续	dzoq8	
続	续	dzoq8	
藚	藚	dzoq8	
族	族	dzoq8	
昨	昨	dzoq8	文讀
怍	怍	dzoq8	
柞	柞	dzoq8	「櫟」的通稱
酢	酢	dzoq8	
砟	砟	dzoq8	
莋	莋	dzoq8	
鈼	鈼	dzoq8	
鋜	鋜	dzoq8	
丵	丵	dzoq8	
灂	灂	dzoq8	
鷟	鷟	dzoq8	
齺	齺	dzoq8	
岝	岝	dzoq8	
秨	秨	dzoq8	
笮	笮	dzoq8	
葃	葃	dzoq8	
飵	𫗢	dzoq8	
逐	逐	dzoq8	
蓫	蓫	dzoq8	
篴	篴	dzoq8	
鱁	鱁	dzoq8	
蜀	蜀	dzoq8	
濁	浊	dzoq8	
躅	躅	dzoq8	
蠋	蠋	dzoq8	
擉	擉	dzoq8	
妯	妯	dzoq8	
舳	舳	dzoq8	
擢	擢	dzoq8	
𥷘	𥷘	dzoq8	
濯	濯	dzoq8	
㪬	㪬	dzoq8	
蠗	蠗	dzoq8	
鸐	鸐	dzoq8	
著	着	dzoq8	同「着」
着	着	dzoq8	
屬	属	dzoq8	
贖	赎	dzoq8	
襩	襩	dzoq8	
塾	塾	dzoq8	
鵫	𫛱	dzoq8	
鸀	鸀	dzoq8	
蠾	𧑏	dzoq8	
汋	汋	dzoq8	
欘	𣚚	dzoq8	
襡	襡	dzoq8	
韣	韣	dzoq8	
捔	捔	dzoq8	
澩	泶	dzoq8	
簎	簎	dzoq8	
速	速	soq7	
涑	涑	soq7	
觫	觫	soq7	
鋉	𨱈	soq7	
誎	誎	soq7	
欶	欶	soq7	吸
簌	簌	soq7	
蔌	蔌	soq7	
樕	樕	soq7	
殐	殐	soq7	
藗	藗	soq7	
遬	遬	soq7	
餗	𫗧	soq7	
朔	朔	soq7	
塑	塑	soq7	
槊	槊	soq7	
嗍	嗍	soq7	
搠	搠	soq7	
蒴	蒴	soq7	
宿	宿	soq7	
蓿	蓿	soq7	
𧐴	𧐴	soq7	
摍	摍	soq7	
樎	樎	soq7	
莤	莤	soq7	
謖	谡	soq7	
粟	粟	soq7	
僳	僳	soq7	
憟	憟	soq7	
肅	肃	soq7	
粛	肃	soq7	
㬘	㬘	soq7	燥㬘
璛	璛	soq7	
驌	骕	soq7	
鱐	鱐	soq7	
鷫	鹔	soq7	
夙	夙	soq7	
洬	洬	soq7	
索	索	soq7	
矟	矟	soq7	
𢱢	𢱢	soq7	用手輕輕來回撫摩
𧎳	𧎳	soq7	
𦵫	𦵫	soq7	
𥰼	𥰼	soq7	
𤸴	𤸴	soq7	
𧛻	𧛻	soq7	
式	式	soq7	啥…式
什	什	soq7	什麼
啥	啥	soq7	
爍	烁	soq7	
鑠	铄	soq7	
叔	叔	soq7	
菽	菽	soq7	
琡	琡	soq7	
諔	諔	soq7	
俶	俶	soq7	
埱	埱	soq7	
尗	尗	soq7	
掓	掓	soq7	
鮛	鮛	soq7	
倏	倏	soq7	
儵	倏	soq7	
倐	倐	soq7	
虪	虪	soq7	
跾	跾	soq7	
溹	溹	soq7	
橚	橚	soq7	
潚	㴋	soq7	
玊	玊	soq7	
蟰	蟰	soq7	
摵	摵	soq7	
謏	𫍲	soq7	
梀	梀	soq7	
棴	棴	soq7	
